,disc_year,releasedate,pl_name,hostname,discoverymethod,disc_facility,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_insol,pl_eqt,pl_controv_flag,pl_bmasse,soltype,gravity_multiple_of_earths_gravity
1808,2024-01-01,2024-06-11,TOI-3353.01,TOI-3353,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,4.6657965,0.060118,2.667,313.04,1264.0,0,,Published Confirmed,
1811,2021-01-01,2021-10-19,TOI-3362 b,TOI-3362,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,18.09547,0.153,12.801,,,0,1598.35906,Published Confirmed,9.754085361698335
1812,2023-01-01,2023-02-27,TOI-3364 b,TOI-3364,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,5.8768918,0.0675,12.229,425.0,1264.0,0,530.77344,Published Confirmed,3.5491740097778752
1814,2022-01-01,2022-08-29,TOI-3540 A b,TOI-3540 A,Transit,Transiting Exoplanet Survey Satellite (TESS),2,1,3.119999,0.04289,23.539,841.3,1498.0,0,375.03752,Published Confirmed,0.6768597673927802
1817,2024-01-01,2024-09-13,TOI-3568 b,TOI-3568,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,4.417965,0.0485,5.3,,899.0,0,26.4,Published Confirmed,0.9398362406550373
1818,2022-01-01,2022-06-27,TOI-3629 b,TOI-3629,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,3.936551,0.043,8.295,39.0,690.0,0,82.63539,Published Confirmed,1.2009731564473252
1821,2023-01-01,2023-02-27,TOI-3688 A b,TOI-3688 A,Transit,Transiting Exoplanet Survey Satellite (TESS),2,1,3.246075,0.0456,13.081,924.3,1534.0,0,311.47184,Published Confirmed,1.8202745501541524
1824,2022-01-01,2022-08-29,TOI-3693 b,TOI-3693,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,9.088516,0.0813,12.599,68.6,801.0,0,324.18498,Published Confirmed,2.0423056441164404
1825,2022-01-01,2022-06-27,TOI-3714 b,TOI-3714,Transit,Transiting Exoplanet Survey Satellite (TESS),2,1,2.154849,0.027,11.321,54.0,750.0,0,222.47988,Published Confirmed,1.7358858411319829
1828,2022-01-01,2022-08-22,TOI-3757 b,TOI-3757,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,3.438753,0.03845,12.0,55.4,759.0,0,85.3,Published Confirmed,0.5923611111111112
1831,2023-01-01,2023-07-21,TOI-3785 b,TOI-3785,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,4.6747373,0.043,5.14,19.1,582.0,0,14.95,Published Confirmed,0.5658677648412542
1832,2023-01-01,2023-02-27,TOI-3807 b,TOI-3807,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,2.8989727,0.0421,18.495,1230.0,1646.0,0,330.54154,Published Confirmed,0.9663120045669681
1835,2023-01-01,2023-02-27,TOI-3819 b,TOI-3819,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,3.2443141,0.04611,13.137,1186.0,1633.0,0,352.78953,Published Confirmed,2.04419954809681
1837,2022-01-01,2024-08-30,TOI-3884 b,TOI-3884,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,4.5445828,0.0361,6.43,6.29,441.0,0,32.59,Published Confirmed,0.7882471598673599
1841,2024-01-01,2024-07-23,TOI-3894 b,TOI-3894,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,4.33454,0.05354,15.278,,1531.0,0,260.61929,Published Confirmed,1.1165380966389788
1844,2023-01-01,2023-02-27,TOI-3912 b,TOI-3912,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,3.4936264,0.0463,14.28,872.2,1512.0,0,129.03833,Published Confirmed,0.6327939509136988
1845,2024-01-01,2024-07-23,TOI-3919 b,TOI-3919,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,7.433234,0.0795,12.319,,1198.0,0,1233.17422,Published Confirmed,8.125938415762473
1848,2023-01-01,2023-02-27,TOI-3976 A b,TOI-3976 A,Transit,Transiting Exoplanet Survey Satellite (TESS),2,1,6.607662,0.0743,12.274,469.0,1295.0,0,55.61997,Published Confirmed,0.3691972966724779
1849,2023-01-01,2023-07-21,TOI-3984 A b,TOI-3984 A,Transit,Transiting Exoplanet Survey Satellite (TESS),2,1,4.353326,0.041,7.9,16.7,563.0,0,44.0,Published Confirmed,0.7050152219195641
1852,2023-01-01,2023-06-27,TOI-4010 b,TOI-4010,Transit,Transiting Exoplanet Survey Satellite (TESS),1,4,1.348335,0.0229,3.02,714.0,1441.0,0,11.0,Published Confirmed,1.2060874523047234
1853,2023-01-01,2023-06-27,TOI-4010 c,TOI-4010,Transit,Transiting Exoplanet Survey Satellite (TESS),1,4,5.414654,0.058,5.93,112.0,907.0,0,20.31,Published Confirmed,0.5775645601153423
1856,2023-01-01,2023-06-27,TOI-4010 d,TOI-4010,Transit,Transiting Exoplanet Survey Satellite (TESS),1,4,14.70886,0.113,6.18,30.0,650.0,0,38.15,Published Confirmed,0.9988898314847982
1858,2024-01-01,2024-06-11,TOI-406.01,TOI-406,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,13.1757294,0.085518,1.96,2.65,344.0,0,,Published Confirmed,
1860,2023-01-01,2023-02-27,TOI-4087 b,TOI-4087,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,3.1774835,0.04469,13.047,753.9,1458.0,0,232.01474,Published Confirmed,1.3629949662447838
1861,2022-01-01,2023-07-10,TOI-411 b,HD 22946,Transit,Transiting Exoplanet Survey Satellite (TESS),1,3,4.040295,0.05727,1.362,495.14,1241.0,0,13.71,Published Confirmed,7.390660275443603
1865,2022-01-01,2023-07-10,TOI-411 c,HD 22946,Transit,Transiting Exoplanet Survey Satellite (TESS),1,3,9.573083,0.1017,2.328,156.75,931.0,0,9.72,Published Confirmed,1.7934955893293665
1867,2023-01-01,2023-06-12,TOI-4127 b,TOI-4127,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,56.39879,0.3081,12.285,22.3,605.0,0,731.00534,Published Confirmed,4.843621829865216
1870,2022-01-01,2022-08-29,TOI-4137 b,TOI-4137,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,3.8016122,0.05222,13.574,1013.0,1570.0,0,457.67291,Published Confirmed,2.4839309408740817
1872,2023-01-01,2023-02-27,TOI-4145 A b,TOI-4145 A,Transit,Transiting Exoplanet Survey Satellite (TESS),2,1,4.0664428,0.04823,13.305,223.0,1074.0,0,136.66622,Published Confirmed,0.772025108033263
1873,2024-01-01,2024-07-23,TOI-4153 b,TOI-4153,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,4.6174141,0.06311,16.119,,1669.0,0,365.50267,Published Confirmed,1.4067417059163019
1876,2023-01-01,2023-07-25,TOI-4184 b,TOI-4184,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,4.9019804,0.0336,2.43,4.8,412.0,0,,Published Confirmed,
1879,2023-01-01,2023-09-19,TOI-4201 b,TOI-4201,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,3.5819194,0.04,13.675,45.2,725.0,0,788.21445,Published Confirmed,4.214923748951402
1883,2020-01-01,2024-08-07,TOI-421 b,TOI-421,Transit,Transiting Exoplanet Survey Satellite (TESS),2,2,5.197576,0.0554,2.64,,922.0,0,6.7,Published Confirmed,0.9613177226813591
1885,2020-01-01,2024-08-07,TOI-421 c,TOI-421,Transit,Transiting Exoplanet Survey Satellite (TESS),2,2,16.067541,0.117,5.09,,635.0,0,14.1,Published Confirmed,0.5442313407775947
1889,2023-01-01,2023-05-26,TOI-4308 b,TOI-4308,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,9.151201,,2.419,,763.0,0,,Published Confirmed,
1891,2021-01-01,2021-08-16,TOI-431 b,TOI-431,Transit,Transiting Exoplanet Survey Satellite (TESS),1,3,0.490047,0.0113,1.28,,1862.0,0,3.07,Published Confirmed,1.873779296875
1894,2021-01-01,2021-08-16,TOI-431 d,TOI-431,Transit,Transiting Exoplanet Survey Satellite (TESS),1,3,12.46103,0.098,3.29,,633.0,0,9.9,Published Confirmed,0.914625696362746
1897,2022-01-01,2022-03-16,TOI-4329 b,TOI-4329,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,2.9223,,16.813,,,0,143.02278,Published Confirmed,0.5059583754062399
1898,2024-01-01,2024-05-08,TOI-4336 A b,TOI-4336 A,Transit,Transiting Exoplanet Survey Satellite (TESS),3,1,16.336334,0.0872,2.12,1.5,308.0,0,,Published Confirmed,
1901,2023-01-01,2023-02-07,TOI-4342 b,TOI-4342,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,5.5382498,0.05251,2.266,26.9,634.0,0,,Published Confirmed,
1902,2023-01-01,2023-02-07,TOI-4342 c,TOI-4342,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,10.688716,0.0814,2.415,11.18,509.0,0,,Published Confirmed,
1904,2023-01-01,2023-11-28,TOI-4377 b,TOI-4377,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,4.378081,0.0579,15.11,,,0,304.16179,Published Confirmed,1.3322193173292174
1906,2024-01-01,2024-08-16,TOI-4379 b,TOI-4379,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,3.25352,,16.69,,,0,353.74302,Published Confirmed,1.2699166164374067
1908,2023-01-01,2023-04-10,TOI-4406 b,TOI-4406,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,30.08364,0.201,11.209,,904.0,0,95.34852,Published Confirmed,0.7588924251976539
1911,2024-01-01,2024-03-25,TOI-4438 b,TOI-4438,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,7.44628,0.0534,2.52,6.0,435.0,0,5.4,Published Confirmed,0.8503401360544218
1912,2023-01-01,2023-08-22,TOI-444 b,TOI-444,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,17.9636,0.133,2.77,,609.0,0,,Published Confirmed,
1914,2024-01-01,2024-06-11,TOI-4443.01,TOI-4443,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,1.8498567,0.029963,1.719,1194.21,1639.0,0,,Published Confirmed,
1917,2023-01-01,2023-02-27,TOI-4463 A b,TOI-4463 A,Transit,Transiting Exoplanet Survey Satellite (TESS),2,1,2.8807198,0.04036,13.26,633.0,1395.0,0,252.35576,Published Confirmed,1.4352454335951805
1919,2022-01-01,2022-06-27,TOI-4479 b,TOI-4479,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,1.1589,0.0164,2.82,92.5,861.0,0,,Published Confirmed,
1920,2024-01-01,2024-06-11,TOI-4495.01,TOI-4495,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,5.1830043,0.061733,3.63,346.63,1383.0,0,,Published Confirmed,
1923,2020-01-01,2021-01-28,TOI-451 b,TOI-451,Transit,Transiting Exoplanet Survey Satellite (TESS),2,3,1.858703,0.0283,1.91,,1491.0,0,,Published Confirmed,
1924,2020-01-01,2021-01-28,TOI-451 c,TOI-451,Transit,Transiting Exoplanet Survey Satellite (TESS),2,3,9.192522,0.0823,3.1,,875.0,0,,Published Confirmed,
1927,2020-01-01,2021-01-28,TOI-451 d,TOI-451,Transit,Transiting Exoplanet Survey Satellite (TESS),2,3,16.364988,0.1208,4.07,,722.0,0,,Published Confirmed,
1930,2024-01-01,2024-03-10,TOI-4515 b,TOI-4515,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,15.266446,0.118,12.17,,705.0,0,637.0,Published Confirmed,4.300889413127773
1933,2024-01-01,2024-06-11,TOI-4527.01,TOI-4527,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,0.3994445,0.008332,0.909,571.51,1363.0,0,,Published Confirmed,
1935,2023-01-01,2023-11-29,TOI-4551 b,TOI-4551,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,9.95581,0.0994,11.859,,,0,473.56433,Published Confirmed,3.3673080200635286
1937,2024-01-01,2024-04-15,TOI-4559 b,TOI-4559,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,3.965991,0.0359,1.415,15.77,554.0,0,,Published Confirmed,
1940,2023-01-01,2024-10-03,TOI-4562 b,TOI-4562,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,225.1064,,,,,0,,Published Confirmed,
1942,2023-01-01,2023-01-23,TOI-4582 b,TOI-4582,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,31.034,,10.536,,,0,168.44906,Published Confirmed,1.517459356905694
1943,2023-01-01,2023-09-19,TOI-4600 b,TOI-4600,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,82.6869,0.349,6.8,,347.0,0,959.84179,Published Confirmed,20.75782417820069
1946,2023-01-01,2023-09-19,TOI-4600 c,TOI-4600,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,482.8191,1.152,9.42,,191.0,0,2946.26933,Published Confirmed,33.202488832091454
1947,2024-01-01,2024-06-11,TOI-4602.01,TOI-4602,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,3.9812091,0.050997,2.55,603.69,1380.0,0,,Published Confirmed,
1949,2023-01-01,2023-03-28,TOI-4603 b,TOI-4603,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,7.24599,0.0888,11.68,1192.0,1677.0,0,4096.80817,Published Confirmed,30.030318847931138
1952,2024-01-01,2024-05-13,TOI-4633 c,TOI-4633,Transit,Transiting Exoplanet Survey Satellite (TESS),2,1,271.9445,0.847,3.2,1.56,,0,123.0,Published Confirmed,12.01171875
1953,2023-01-01,2023-12-14,TOI-4641 b,TOI-4641,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,22.09341,0.173,8.183,,,0,1229.99594,Published Confirmed,18.36870652622435
1956,2023-01-01,2023-08-22,TOI-470 b,TOI-470,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,12.19148,0.119,4.34,,660.0,0,,Published Confirmed,
1958,2023-01-01,2023-02-27,TOI-4791 b,TOI-4791,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,4.28088,0.0555,12.442,783.2,1472.0,0,734.18362,Published Confirmed,4.7426851783401816
1960,2024-01-01,2024-07-22,TOI-480 b,TOI-480,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,6.866196,0.077,2.854,,1199.0,0,20.8,Published Confirmed,2.5536148628242294
1961,2020-01-01,2020-12-17,TOI-481 b,TOI-481,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,10.33111,0.097,11.097,,1370.0,0,486.2799,Published Confirmed,3.9488910039838188
1967,2023-01-01,2024-03-04,TOI-4860 b,TOI-4860,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,1.5227591,0.01808,8.7,42.5,694.0,0,86.7,Published Confirmed,1.1454617518826797
1969,2024-01-01,2024-10-03,TOI-4914 b,TOI-4914,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,10.60057,0.098,12.87,,894.0,0,227.0,Published Confirmed,1.3704675709337713
1970,2022-01-01,2022-05-09,TOI-500 b,TOI-500,Transit,Transiting Exoplanet Survey Satellite (TESS),1,4,0.548177,0.01189,1.166,1138.0,1617.0,0,1.42,Published Confirmed,1.0444586320828275
1973,2024-01-01,2024-06-10,TOI-5076 b,TOI-5076,Transit,Transiting Exoplanet Survey Satellite (TESS),2,1,23.445,,3.2,,615.0,0,16.0,Published Confirmed,1.5625000000000002
1975,2024-01-01,2024-06-11,TOI-5082.01,TOI-5082,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,4.240122,0.051205,2.548,254.59,1165.0,0,,Published Confirmed,
1977,2023-01-01,2023-10-21,TOI-5126 b,TOI-5126,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,5.4588385,0.06519,4.74,467.0,1442.0,0,,Published Confirmed,
1979,2023-01-01,2023-10-21,TOI-5126 c,TOI-5126,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,17.8999,0.1439,3.86,96.0,971.0,0,,Published Confirmed,
1981,2022-01-01,2022-07-12,TOI-5153 b,TOI-5153,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,20.33003,0.158,11.882,,906.0,0,1036.12061,Published Confirmed,7.338904164530297
1984,2022-01-01,2022-10-03,TOI-5174 b,TOI-5174,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,12.214286,,5.351,,,0,,Published Confirmed,
1986,2021-01-01,2023-05-15,TOI-519 b,TOI-519,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,1.2652328,0.0159,11.545,,687.0,0,147.15455,Published Confirmed,1.104042572786061
1990,2023-01-01,2023-03-15,TOI-5205 b,TOI-5205,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,1.630757,0.0199,11.6,49.0,737.0,0,343.0,Published Confirmed,2.5490487514863256
1992,2024-01-01,2024-08-30,TOI-5218 b,TOI-5218,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,4.291452,0.0469,9.86,62.0,783.0,0,657.0,Published Confirmed,6.757896555838536
1994,2024-01-01,2024-07-23,TOI-5232 b,TOI-5232,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,4.0966692,0.05593,12.778,,1772.0,0,743.71847,Published Confirmed,4.554941457747423
1995,2022-01-01,2022-10-03,TOI-5238 b,TOI-5238,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,4.872171,,5.22,,,0,,Published Confirmed,
1998,2023-01-01,2023-07-21,TOI-5293 A b,TOI-5293 A,Transit,Transiting Exoplanet Survey Satellite (TESS),2,1,2.930289,0.034,11.9,34.6,675.0,0,170.4,Published Confirmed,1.2033048513523057
2001,2021-01-01,2021-10-11,TOI-530 b,TOI-530,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,6.387597,0.052,9.303,,565.0,0,127.13136,Published Confirmed,1.4689487737066502
2003,2024-01-01,2024-07-23,TOI-5301 b,TOI-5301,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,5.858858,0.073,13.092,,1648.0,0,1182.32167,Published Confirmed,6.898007405627559
2007,2021-01-01,2021-08-16,TOI-532 b,TOI-532,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,2.3266508,0.0296,5.82,94.1,867.0,0,61.5,Published Confirmed,1.8156375101852837
2010,2023-01-01,2023-11-07,TOI-5344 b,TOI-5344,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,3.792622,0.04041,10.604,38.0,689.0,0,130.9453,Published Confirmed,1.1645294523848926
2012,2024-01-01,2024-06-11,TOI-5388.01,TOI-5388,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,2.594675,0.024336,1.894,3.3,601.0,0,,Published Confirmed,
2015,2022-01-01,2023-11-07,TOI-5398 b,TOI-5398,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,10.590547,0.098,10.3,,947.0,0,58.7,Published Confirmed,0.5533037986615138
2017,2023-01-01,2023-11-06,TOI-5398 c,TOI-5398,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,4.77271,0.057,3.52,,1242.0,0,11.8,Published Confirmed,0.9523502066115702
2019,2020-01-01,2020-10-08,TOI-540 b,TOI-540,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,1.2391491,0.01223,0.903,23.4,611.0,0,,Published Confirmed,
2021,2022-01-01,2023-12-18,TOI-544 b,TOI-544,Transit,Transiting Exoplanet Survey Satellite (TESS),1,2,1.548352,0.0225,2.018,,999.0,0,2.89,Published Confirmed,0.7096684841382959
2024,2022-01-01,2022-10-10,TOI-5542 b,TOI-5542,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,75.12375,0.332,11.31,9.6,441.0,0,419.5335,Published Confirmed,3.279755245821285
2026,2021-01-01,2022-03-28,TOI-558 b,TOI-558,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,14.574071,0.1291,12.173,,1061.0,0,1147.36055,Published Confirmed,7.7429181664924895
2029,2021-01-01,2022-03-28,TOI-559 b,TOI-559,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,6.9839095,0.0723,12.229,,1180.0,0,1910.14873,Published Confirmed,12.772775946223337
2034,2020-01-01,2023-03-15,TOI-561 b,TOI-561,Transit,Transiting Exoplanet Survey Satellite (TESS),1,4,0.4465688,0.0106,1.425,4745.0,2310.0,0,2.0,Published Confirmed,0.9849184364419823
2042,2020-01-01,2023-03-15,TOI-561 c,TOI-561,Transit,Transiting Exoplanet Survey Satellite (TESS),1,4,10.778831,0.0884,2.91,68.2,800.0,0,5.39,Published Confirmed,0.636506418204792
2045,2020-01-01,2023-03-15,TOI-561 d,TOI-561,Transit,Transiting Exoplanet Survey Satellite (TESS),1,4,25.7124,0.158,2.82,21.4,598.0,1,13.2,Published Confirmed,1.6598762637694278
2050,2020-01-01,2023-03-15,TOI-561 e,TOI-561,Transit,Transiting Exoplanet Survey Satellite (TESS),1,4,77.03,0.328,2.55,4.96,415.0,1,12.6,Published Confirmed,1.9377162629757791
2052,2024-01-01,2024-08-30,TOI-5616 b,TOI-5616,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,2.002849,0.0272,10.78,137.0,939.0,0,624.0,Published Confirmed,5.369663466668503
2055,2024-01-01,2024-08-30,TOI-5634 A b,TOI-5634 A,Transit,Transiting Exoplanet Survey Satellite (TESS),2,1,2.2035373,0.0272,10.42,77.0,837.0,0,588.0,Published Confirmed,5.415541498889262
2058,2020-01-01,2021-02-11,TOI-564 b,TOI-564,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,1.651144,0.02734,11.433,1423.0,1714.0,0,464.98529,Published Confirmed,3.557286195612146
2060,2023-01-01,2023-06-12,TOI-5678 b,TOI-5678,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,47.73022,0.249,4.91,,513.0,0,20.0,Published Confirmed,0.8295966915683941
2062,2023-01-01,2023-05-26,TOI-5704 b,TOI-5704,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,3.771116,,3.227,,949.0,0,,Published Confirmed,
2064,2024-01-01,2024-05-29,TOI-5720 b,TOI-5720,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,1.4344555,0.018288,1.09,41.7,708.0,0,4.3,Published Confirmed,3.619223971046207
2066,2024-01-01,2024-04-15,TOI-5799 b,TOI-5799,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,4.164753,0.0352,1.625,11.91,518.0,0,,Published Confirmed,
2068,2023-01-01,2023-05-26,TOI-5803 b,TOI-5803,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,5.38305,,3.273,,679.0,0,,Published Confirmed,
2070,2024-01-01,2024-05-28,TOI-6008 b,TOI-6008,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,0.8574347,0.010777,1.03,41.5,707.0,0,4.0,Published Confirmed,3.7703836365350174
2072,2024-01-01,2024-08-16,TOI-6029 b,TOI-6029,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,5.7987,,14.392,,,0,519.64945,Published Confirmed,2.5088123060924774
2074,2024-01-01,2024-09-03,TOI-6034 b,TOI-6034,Transit,Transiting Exoplanet Survey Satellite (TESS),2,1,2.576184,0.02949,11.92,43.0,714.0,0,254.0,Published Confirmed,1.7876447006891583
2076,2024-01-01,2024-05-28,TOI-6086 b,TOI-6086,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,1.3888725,0.01541,1.18,26.8,634.0,0,,Published Confirmed,
2078,2023-01-01,2023-07-26,TOI-615 b,TOI-615,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,4.6615983,0.0678,18.977,1286.0,1666.0,0,138.25536,Published Confirmed,0.3839077348283886
2080,2022-01-01,2022-04-12,TOI-620 b,TOI-620,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,5.0988179,0.04825,3.76,20.8,604.0,0,,Published Confirmed,
2081,2023-01-01,2023-07-25,TOI-622 b,TOI-622,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,6.402513,0.0708,9.236,602.0,1388.0,0,96.30201,Published Confirmed,1.1289312716297777
2083,2024-01-01,2024-08-16,TOI-6255 b,TOI-6255,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,0.23818244,,1.079,,,0,1.44,Published Confirmed,1.2368573173423714
2086,2021-01-01,2021-03-04,TOI-628 b,TOI-628,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,3.4095675,0.0486,11.882,,1586.0,0,2011.8639,Published Confirmed,14.250152165372103
2089,2021-01-01,2021-03-04,TOI-640 b,TOI-640,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,5.0037775,0.06608,19.851,,1749.0,0,279.6904,Published Confirmed,0.7097620611422206
2090,2024-01-01,2024-06-11,TOI-654.01,TOI-654,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,1.5275657,0.02102,2.371,53.35,749.0,0,,Published Confirmed,
2093,2024-01-01,2024-06-25,TOI-663 b,TOI-663,Transit,Transiting Exoplanet Survey Satellite (TESS),1,3,2.598902,0.0295,2.27,49.1,674.0,0,4.45,Published Confirmed,0.8635913757301715
2094,2024-01-01,2024-06-25,TOI-663 c,TOI-663,Transit,Transiting Exoplanet Survey Satellite (TESS),1,3,4.6955507,0.0437,2.26,22.3,553.0,0,3.65,Published Confirmed,0.714621348578589
2097,2024-01-01,2024-06-25,TOI-663 d,TOI-663,Transit,Transiting Exoplanet Survey Satellite (TESS),1,3,7.1027268,0.0576,1.92,12.9,482.0,0,5.2,Published Confirmed,1.410590277777778
2100,2023-01-01,2024-07-23,TOI-669 b,TOI-669,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,3.945152,0.048,2.586,,1125.0,0,10.0,Published Confirmed,1.4953503575980847
2101,2023-01-01,2023-05-26,TOI-672 b,TOI-672,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,3.633575,,5.26,,676.0,0,,Published Confirmed,
2103,2021-01-01,2021-07-12,TOI-674 b,TOI-674,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,1.977143,0.025,5.25,38.4,635.0,0,23.6,Published Confirmed,0.8562358276643992
2109,2020-01-01,2020-05-07,TOI-677 b,TOI-677,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,11.2366,0.1038,13.115,,1252.0,0,392.83788,Published Confirmed,2.283898339696828
2112,2020-01-01,2023-01-18,TOI-700 b,TOI-700,Transit,Transiting Exoplanet Survey Satellite (TESS),1,4,9.977219,0.0677,0.914,4.98,,0,,Published Confirmed,
2118,2020-01-01,2023-01-18,TOI-700 c,TOI-700,Transit,Transiting Exoplanet Survey Satellite (TESS),1,4,16.051137,0.0929,2.6,2.64,,0,,Published Confirmed,
2122,2020-01-01,2023-01-18,TOI-700 d,TOI-700,Transit,Transiting Exoplanet Survey Satellite (TESS),1,4,37.42396,0.1633,1.073,0.85,,0,,Published Confirmed,
2123,2023-01-01,2023-01-18,TOI-700 e,TOI-700,Transit,Transiting Exoplanet Survey Satellite (TESS),1,4,27.80978,0.134,0.953,1.27,,0,,Published Confirmed,
2125,2022-01-01,2022-08-29,TOI-712 b,TOI-712,Transit,Transiting Exoplanet Survey Satellite (TESS),1,3,9.531361,0.07928,2.049,22.6,650.0,0,,Published Confirmed,
2127,2022-01-01,2022-08-29,TOI-712 c,TOI-712,Transit,Transiting Exoplanet Survey Satellite (TESS),1,3,51.69906,0.2447,2.701,3.08,370.0,0,,Published Confirmed,
2129,2022-01-01,2022-08-29,TOI-712 d,TOI-712,Transit,Transiting Exoplanet Survey Satellite (TESS),1,3,84.8396,0.3405,2.474,1.6,314.0,0,,Published Confirmed,
2131,2023-01-01,2023-05-26,TOI-715 b,TOI-715,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,19.288004,0.083,1.55,0.67,234.0,0,,Published Confirmed,
2133,2023-01-01,2023-04-17,TOI-733 b,TOI-733,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1,4.884765,0.0618,1.992,207.1,1056.0,0,5.72,Published Confirmed,1.4415090079192272
