,disc_year,releasedate,pl_name,hostname,discoverymethod,disc_facility,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_insol,pl_eqt,pl_controv_flag,pl_bmasse,soltype,gravity_multiple_of_earths_gravity
12476,2023-01-01,2017-05-08,Kepler-1471 c,Kepler-1471,Transit,Kepler,1,2,11.6044881,0.0981,1.88,118.5,841.0,0,,Kepler Project Candidate (q1_q17_dr25_koi),
12485,2016-01-01,2016-05-10,Kepler-1472 b,Kepler-1472,Transit,Kepler,1,1,38.1312831,,1.9,,,0,,Published Confirmed,
12495,2016-01-01,2016-05-10,Kepler-1473 b,Kepler-1473,Transit,Kepler,1,1,14.4273551,,1.19,,,0,,Published Confirmed,
12502,2016-01-01,2016-05-10,Kepler-1474 b,Kepler-1474,Transit,Kepler,1,1,36.4333452,,2.16,,,0,,Published Confirmed,
12509,2016-01-01,2016-05-10,Kepler-1475 b,Kepler-1475,Transit,Kepler,1,1,82.177374,,2.92,,,0,,Published Confirmed,
12520,2016-01-01,2016-05-10,Kepler-1476 b,Kepler-1476,Transit,Kepler,1,1,10.35863224,,1.67,,,0,,Published Confirmed,
12529,2016-01-01,2016-05-10,Kepler-1477 b,Kepler-1477,Transit,Kepler,1,1,11.55530021,,1.18,,,0,,Published Confirmed,
12538,2016-01-01,2016-05-10,Kepler-1478 b,Kepler-1478,Transit,Kepler,1,1,26.0840594,,1.73,,,0,,Published Confirmed,
12539,2016-01-01,2016-05-10,Kepler-1479 b,Kepler-1479,Transit,Kepler,1,1,14.53261362,,1.83,,,0,,Published Confirmed,
12556,2014-01-01,2014-05-14,Kepler-148 b,Kepler-148,Transit,Kepler,1,3,1.729366,0.028,1.8,,,0,,Published Confirmed,
12560,2014-01-01,2014-05-14,Kepler-148 c,Kepler-148,Transit,Kepler,1,3,4.180043,0.05,3.6,,,0,,Published Confirmed,
12570,2016-01-01,2016-05-10,Kepler-148 d,Kepler-148,Transit,Kepler,1,3,51.84688575,,8.68,,,0,,Published Confirmed,
12580,2016-01-01,2016-05-10,Kepler-1480 b,Kepler-1480,Transit,Kepler,2,1,22.12679948,,1.67,,,0,,Published Confirmed,
12589,2016-01-01,2016-05-10,Kepler-1481 b,Kepler-1481,Transit,Kepler,1,1,5.94220998,,1.23,,,0,,Published Confirmed,
12600,2016-01-01,2016-05-10,Kepler-1482 b,Kepler-1482,Transit,Kepler,1,1,12.25383217,,1.01,,,0,,Published Confirmed,
12611,2016-01-01,2016-05-10,Kepler-1483 b,Kepler-1483,Transit,Kepler,1,1,9.5085156,,1.52,,,0,,Published Confirmed,
12617,2016-01-01,2016-05-10,Kepler-1484 b,Kepler-1484,Transit,Kepler,1,1,30.4549136,,2.11,,,0,,Published Confirmed,
12628,2016-01-01,2016-05-10,Kepler-1485 b,Kepler-1485,Transit,Kepler,1,1,19.9157725,,1.47,,,0,,Published Confirmed,
12635,2016-01-01,2016-05-10,Kepler-1486 b,Kepler-1486,Transit,Kepler,1,1,54.6495759,,2.32,,,0,,Published Confirmed,
12645,2016-01-01,2016-05-10,Kepler-1487 b,Kepler-1487,Transit,Kepler,1,2,7.31946363,,2.13,,,0,,Published Confirmed,
12652,2023-01-01,2017-05-08,Kepler-1487 c,Kepler-1487,Transit,Kepler,1,2,35.8007112,0.2588,7.97,227.68,991.0,0,,Kepler Project Candidate (q1_q17_dr25_koi),
12653,2016-01-01,2016-05-10,Kepler-1488 b,Kepler-1488,Transit,Kepler,1,2,39.8189932,,1.86,,,0,,Published Confirmed,
12666,2021-01-01,2021-12-05,Kepler-1488 c,Kepler-1488,Transit,Kepler,1,2,6.15826988,,1.652,,,0,,Published Confirmed,
12671,2016-01-01,2016-05-10,Kepler-1489 b,Kepler-1489,Transit,Kepler,1,1,82.294751,,1.77,,,0,,Published Confirmed,
12681,2014-01-01,2014-05-14,Kepler-149 b,Kepler-149,Transit,Kepler,1,3,29.198943,0.184,4.21,,,0,,Published Confirmed,
12689,2014-01-01,2014-05-14,Kepler-149 c,Kepler-149,Transit,Kepler,1,3,55.328328,0.281,1.61,,,0,,Published Confirmed,
12699,2014-01-01,2014-05-14,Kepler-149 d,Kepler-149,Transit,Kepler,1,3,160.018032,0.571,3.96,,,0,,Published Confirmed,
12715,2016-01-01,2016-05-10,Kepler-1490 b,Kepler-1490,Transit,Kepler,1,1,92.4362973,,3.04,,,0,,Published Confirmed,
12718,2016-01-01,2016-05-10,Kepler-1491 b,Kepler-1491,Transit,Kepler,1,2,16.5861762,,1.51,,,0,,Published Confirmed,
12728,2023-01-01,2017-05-08,Kepler-1491 c,Kepler-1491,Transit,Kepler,1,2,61.569765,0.3045,2.44,18.66,530.0,0,,Kepler Project Candidate (q1_q17_dr25_koi),
12734,2016-01-01,2016-05-10,Kepler-1492 b,Kepler-1492,Transit,Kepler,1,1,16.75255007,,1.49,,,0,,Published Confirmed,
12741,2016-01-01,2016-05-10,Kepler-1493 b,Kepler-1493,Transit,Kepler,1,1,15.0217983,,1.41,,,0,,Published Confirmed,
12747,2016-01-01,2016-05-10,Kepler-1494 b,Kepler-1494,Transit,Kepler,1,1,91.080482,,3.07,,,0,,Published Confirmed,
12759,2016-01-01,2016-05-10,Kepler-1495 b,Kepler-1495,Transit,Kepler,1,1,85.273256,,2.94,,,0,,Published Confirmed,
12770,2016-01-01,2016-05-10,Kepler-1496 b,Kepler-1496,Transit,Kepler,1,1,64.6588017,,2.22,,,0,,Published Confirmed,
12778,2016-01-01,2016-05-10,Kepler-1497 b,Kepler-1497,Transit,Kepler,1,1,8.74199772,,1.66,,,0,,Published Confirmed,
12782,2016-01-01,2016-05-10,Kepler-1498 b,Kepler-1498,Transit,Kepler,1,1,48.051405,,1.33,,,0,,Published Confirmed,
12790,2016-01-01,2016-05-10,Kepler-1499 b,Kepler-1499,Transit,Kepler,1,1,44.2008,,1.19,,,0,,Published Confirmed,
12805,2011-01-01,2014-05-14,Kepler-15 b,Kepler-15,Transit,Kepler,1,1,4.942782,0.05714,10.76,,,0,209.76,Published Confirmed,1.811749423031744
12817,2014-01-01,2014-05-14,Kepler-150 b,Kepler-150,Transit,Kepler,1,5,3.428054,0.044,1.25,,,0,,Published Confirmed,
12820,2014-01-01,2014-05-14,Kepler-150 c,Kepler-150,Transit,Kepler,1,5,7.381998,0.073,3.69,,,0,,Published Confirmed,
12835,2014-01-01,2014-05-14,Kepler-150 d,Kepler-150,Transit,Kepler,1,5,12.56093,0.104,2.79,,,0,,Published Confirmed,
12850,2014-01-01,2014-05-14,Kepler-150 e,Kepler-150,Transit,Kepler,1,5,30.826557,0.189,3.12,,,0,,Published Confirmed,
12853,2017-01-01,2017-04-13,Kepler-150 f,Kepler-150,Transit,Kepler,1,5,637.2093,1.24,3.64,,,0,,Published Confirmed,
12855,2016-01-01,2016-05-10,Kepler-1500 b,Kepler-1500,Transit,Kepler,1,1,15.0330105,,1.2,,,0,,Published Confirmed,
12865,2016-01-01,2016-05-10,Kepler-1501 b,Kepler-1501,Transit,Kepler,1,1,14.5564533,,1.56,,,0,,Published Confirmed,
12874,2016-01-01,2016-05-10,Kepler-1502 b,Kepler-1502,Transit,Kepler,1,1,41.7083629,,3.18,,,0,,Published Confirmed,
12882,2016-01-01,2016-05-10,Kepler-1503 b,Kepler-1503,Transit,Kepler,1,1,96.16987,,2.27,,,0,,Published Confirmed,
12895,2016-01-01,2016-05-10,Kepler-1504 b,Kepler-1504,Transit,Kepler,1,1,82.304003,,2.13,,,0,,Published Confirmed,
12898,2016-01-01,2016-05-10,Kepler-1505 b,Kepler-1505,Transit,Kepler,1,1,30.8609366,,0.93,,,0,,Published Confirmed,
12906,2016-01-01,2016-05-10,Kepler-1506 b,Kepler-1506,Transit,Kepler,1,1,14.0329154,,1.32,,,0,,Published Confirmed,
12918,2016-01-01,2016-05-10,Kepler-1507 b,Kepler-1507,Transit,Kepler,1,1,16.0506213,,0.84,,,0,,Published Confirmed,
12926,2016-01-01,2016-05-10,Kepler-1508 b,Kepler-1508,Transit,Kepler,1,1,20.7056504,,1.33,,,0,,Published Confirmed,
12931,2016-01-01,2016-05-10,Kepler-1509 b,Kepler-1509,Transit,Kepler,1,1,25.4338197,,1.85,,,0,,Published Confirmed,
12940,2014-01-01,2014-05-14,Kepler-151 b,Kepler-151,Transit,Kepler,1,2,15.228958,0.116,3.06,,,0,,Published Confirmed,
12955,2014-01-01,2014-05-14,Kepler-151 c,Kepler-151,Transit,Kepler,1,2,24.674612,0.16,2.09,,,0,,Published Confirmed,
12961,2016-01-01,2016-05-10,Kepler-1510 b,Kepler-1510,Transit,Kepler,1,1,84.703921,,3.36,,,0,,Published Confirmed,
12977,2016-01-01,2016-05-10,Kepler-1511 b,Kepler-1511,Transit,Kepler,1,1,23.2382792,,1.68,,,0,,Published Confirmed,
12985,2016-01-01,2016-05-10,Kepler-1512 b,Kepler-1512,Transit,Kepler,1,1,20.35972599,,1.18,,,0,,Published Confirmed,
12997,2016-01-01,2023-10-21,Kepler-1513 b,Kepler-1513,Transit,Kepler,1,2,160.8842,,8.594,,,0,48.30992,Published Confirmed,0.6541022147225479
13004,2016-01-01,2021-01-11,Kepler-1514 b,Kepler-1514,Transit,Kepler,1,2,217.83184,0.753,12.42,3.23,388.0,0,1678.1424,Published Confirmed,10.87891588290664
13013,2020-01-01,2021-01-11,Kepler-1514 c,Kepler-1514,Transit,Kepler,1,2,10.514181,0.0997,1.176,193.0,1066.0,0,,Published Confirmed,
13024,2016-01-01,2016-05-10,Kepler-1515 b,Kepler-1515,Transit,Kepler,1,1,214.3114164,,9.55,,,0,,Published Confirmed,
13032,2016-01-01,2016-05-10,Kepler-1516 b,Kepler-1516,Transit,Kepler,1,1,7.25931979,,1.75,,,0,,Published Confirmed,
13036,2016-01-01,2016-05-10,Kepler-1517 b,Kepler-1517,Transit,Kepler,1,1,5.54608367,,9.76,,,0,,Published Confirmed,
13049,2016-01-01,2016-05-10,Kepler-1518 b,Kepler-1518,Transit,Kepler,1,2,5.11177904,,3.05,,,0,,Published Confirmed,
13051,2023-01-01,2017-05-08,Kepler-1518 c,Kepler-1518,Transit,Kepler,1,2,9.6310258,0.0905,2.9,338.33,1094.0,0,,Kepler Project Candidate (q1_q17_dr25_koi),
13060,2016-01-01,2016-05-10,Kepler-1519 b,Kepler-1519,Transit,Kepler,1,1,240.7989397,,7.06,,,0,,Published Confirmed,
13071,2014-01-01,2014-05-14,Kepler-152 b,Kepler-152,Transit,Kepler,1,2,18.207973,0.124,2.79,,,0,,Published Confirmed,
13075,2014-01-01,2014-05-14,Kepler-152 c,Kepler-152,Transit,Kepler,1,2,88.255055,0.356,2.39,,,0,,Published Confirmed,
13087,2016-01-01,2016-05-10,Kepler-1520 b,Kepler-1520,Transit,Kepler,1,1,0.65355357,,5.77,,,0,,Published Confirmed,
13099,2016-01-01,2016-05-10,Kepler-1521 b,Kepler-1521,Transit,Kepler,1,1,47.14840805,,2.5,,,0,,Published Confirmed,
13111,2016-01-01,2016-05-10,Kepler-1522 b,Kepler-1522,Transit,Kepler,1,1,1.84788917,,1.73,,,0,,Published Confirmed,
13115,2016-01-01,2016-05-10,Kepler-1523 b,Kepler-1523,Transit,Kepler,1,1,0.93875077,,1.58,,,0,,Published Confirmed,
13123,2016-01-01,2016-05-10,Kepler-1524 b,Kepler-1524,Transit,Kepler,1,1,70.9674603,,3.54,,,0,,Published Confirmed,
13128,2016-01-01,2016-05-10,Kepler-1525 b,Kepler-1525,Transit,Kepler,1,1,2.41660118,,0.91,,,0,,Published Confirmed,
13138,2016-01-01,2016-05-10,Kepler-1526 b,Kepler-1526,Transit,Kepler,1,1,3.908632,,2.43,,,0,,Published Confirmed,
13145,2016-01-01,2016-05-10,Kepler-1527 b,Kepler-1527,Transit,Kepler,1,1,160.129918,,4.77,,,0,,Published Confirmed,
13158,2016-01-01,2016-05-10,Kepler-1528 b,Kepler-1528,Transit,Kepler,1,1,1.79111021,,1.46,,,0,,Published Confirmed,
13169,2016-01-01,2016-05-10,Kepler-1529 b,Kepler-1529,Transit,Kepler,1,1,5.33905686,,2.1,,,0,,Published Confirmed,
13176,2014-01-01,2014-05-14,Kepler-153 b,Kepler-153,Transit,Kepler,1,2,18.870227,0.129,2.92,,,0,,Published Confirmed,
13188,2014-01-01,2014-05-14,Kepler-153 c,Kepler-153,Transit,Kepler,1,2,46.90232,0.237,2.53,,,0,,Published Confirmed,
13200,2016-01-01,2016-05-10,Kepler-1530 b,Kepler-1530,Transit,Kepler,1,3,2.5904434,,1.64,,,0,,Published Confirmed,
13204,2016-01-01,2016-05-10,Kepler-1530 c,Kepler-1530,Transit,Kepler,1,3,5.3227406,,1.65,,,0,,Published Confirmed,
13211,2021-01-01,2021-12-05,Kepler-1530 d,Kepler-1530,Transit,Kepler,1,3,9.20761013,,3.279,,,0,,Published Confirmed,
13220,2016-01-01,2016-05-10,Kepler-1531 b,Kepler-1531,Transit,Kepler,1,1,1.13854338,,1.11,,,0,,Published Confirmed,
13231,2016-01-01,2016-05-10,Kepler-1532 b,Kepler-1532,Transit,Kepler,1,1,1.09366356,,1.35,,,0,,Published Confirmed,
13237,2016-01-01,2016-05-10,Kepler-1533 b,Kepler-1533,Transit,Kepler,1,1,308.5471,,3.46,,,0,,Published Confirmed,
13244,2016-01-01,2016-05-10,Kepler-1534 b,Kepler-1534,Transit,Kepler,1,1,5.71668872,,1.89,,,0,,Published Confirmed,
13251,2016-01-01,2016-05-10,Kepler-1535 b,Kepler-1535,Transit,Kepler,1,1,138.9442,,2.55,,,0,,Published Confirmed,
13260,2016-01-01,2016-05-10,Kepler-1536 b,Kepler-1536,Transit,Kepler,1,1,364.758031,,3.14,,,0,,Published Confirmed,
13270,2016-01-01,2016-05-10,Kepler-1537 b,Kepler-1537,Transit,Kepler,1,1,1.4444538,,1.18,,,0,,Published Confirmed,
13276,2016-01-01,2016-05-10,Kepler-1538 b,Kepler-1538,Transit,Kepler,1,1,175.138819,,2.82,,,0,,Published Confirmed,
13286,2016-01-01,2016-05-10,Kepler-1539 b,Kepler-1539,Transit,Kepler,1,1,133.3036741,,2.7,,,0,,Published Confirmed,
13295,2014-01-01,2014-05-14,Kepler-154 b,Kepler-154,Transit,Kepler,1,5,33.040532,0.198,2.26,,,0,,Published Confirmed,
13306,2014-01-01,2014-05-14,Kepler-154 c,Kepler-154,Transit,Kepler,1,5,62.303276,0.303,2.95,,,0,,Published Confirmed,
13311,2016-01-01,2016-05-10,Kepler-154 d,Kepler-154,Transit,Kepler,1,5,20.54981883,,3.84,,,0,,Published Confirmed,
13322,2016-01-01,2016-05-10,Kepler-154 e,Kepler-154,Transit,Kepler,1,5,3.93276465,,1.5,,,0,,Published Confirmed,
13328,2016-01-01,2016-05-10,Kepler-154 f,Kepler-154,Transit,Kepler,1,5,9.91935684,,1.5,,,0,,Published Confirmed,
13336,2016-01-01,2016-05-10,Kepler-1540 b,Kepler-1540,Transit,Kepler,2,1,125.4131177,,2.49,,,0,,Published Confirmed,
13349,2016-01-01,2016-05-10,Kepler-1541 b,Kepler-1541,Transit,Kepler,1,1,8.40691199,,1.16,,,0,,Published Confirmed,
13355,2016-01-01,2016-05-10,Kepler-1542 b,Kepler-1542,Transit,Kepler,1,4,3.95116882,,0.76,,,0,,Published Confirmed,
13360,2016-01-01,2016-05-10,Kepler-1542 c,Kepler-1542,Transit,Kepler,1,4,2.89223021,,0.65,,,0,,Published Confirmed,
13367,2016-01-01,2016-05-10,Kepler-1542 d,Kepler-1542,Transit,Kepler,1,4,5.99273738,,0.87,,,0,,Published Confirmed,
13380,2016-01-01,2016-05-10,Kepler-1542 e,Kepler-1542,Transit,Kepler,1,4,5.10115756,,0.76,,,0,,Published Confirmed,
13383,2016-01-01,2016-05-10,Kepler-1543 b,Kepler-1543,Transit,Kepler,1,1,6.96710269,,2.71,,,0,,Published Confirmed,
13394,2016-01-01,2016-05-10,Kepler-1544 b,Kepler-1544,Transit,Kepler,1,1,168.811174,,1.78,,,0,,Published Confirmed,
13399,2016-01-01,2016-05-10,Kepler-1545 b,Kepler-1545,Transit,Kepler,1,1,163.692349,,2.7,,,0,,Published Confirmed,
13409,2016-01-01,2016-05-10,Kepler-1546 b,Kepler-1546,Transit,Kepler,1,1,19.5974971,,3.13,,,0,,Published Confirmed,
13417,2016-01-01,2016-05-10,Kepler-1547 b,Kepler-1547,Transit,Kepler,1,1,0.69297968,,0.9,,,0,,Published Confirmed,
13428,2016-01-01,2016-05-10,Kepler-1548 b,Kepler-1548,Transit,Kepler,1,1,124.828679,,2.64,,,0,,Published Confirmed,
13435,2016-01-01,2016-05-10,Kepler-1549 b,Kepler-1549,Transit,Kepler,1,1,214.886545,,2.57,,,0,,Published Confirmed,
13442,2014-01-01,2014-05-14,Kepler-155 b,Kepler-155,Transit,Kepler,1,2,5.931194,0.056,2.09,,,0,,Published Confirmed,
13465,2014-01-01,2014-05-14,Kepler-155 c,Kepler-155,Transit,Kepler,1,2,52.661793,0.242,2.24,,,0,,Published Confirmed,
13468,2016-01-01,2016-05-10,Kepler-1550 b,Kepler-1550,Transit,Kepler,1,1,225.582809,,3.02,,,0,,Published Confirmed,
13482,2016-01-01,2016-05-10,Kepler-1551 b,Kepler-1551,Transit,Kepler,1,1,24.4973698,,2.66,,,0,,Published Confirmed,
13491,2016-01-01,2016-05-10,Kepler-1552 b,Kepler-1552,Transit,Kepler,1,1,184.771853,,2.47,,,0,,Published Confirmed,
13494,2016-01-01,2016-05-10,Kepler-1553 b,Kepler-1553,Transit,Kepler,1,1,4.24261881,,1.15,,,0,,Published Confirmed,
13509,2016-01-01,2016-05-10,Kepler-1554 b,Kepler-1554,Transit,Kepler,1,1,198.088774,,2.9,,,0,,Published Confirmed,
13512,2016-01-01,2016-05-10,Kepler-1555 b,Kepler-1555,Transit,Kepler,1,1,8.10501635,,1.61,,,0,,Published Confirmed,
13522,2016-01-01,2016-05-10,Kepler-1556 b,Kepler-1556,Transit,Kepler,1,1,8.82713457,,1.96,,,0,,Published Confirmed,
13531,2016-01-01,2016-05-10,Kepler-1557 b,Kepler-1557,Transit,Kepler,1,1,3.74032496,,1.53,,,0,,Published Confirmed,
13538,2016-01-01,2016-05-10,Kepler-1558 b,Kepler-1558,Transit,Kepler,1,1,3.50470358,,0.68,,,0,,Published Confirmed,
13547,2016-01-01,2016-05-10,Kepler-1559 b,Kepler-1559,Transit,Kepler,1,1,0.97191543,,0.72,,,0,,Published Confirmed,
13557,2014-01-01,2014-05-14,Kepler-156 b,Kepler-156,Transit,Kepler,1,2,4.973456,0.054,2.3,,,0,,Published Confirmed,
13572,2014-01-01,2014-05-14,Kepler-156 c,Kepler-156,Transit,Kepler,1,2,15.906801,0.117,2.55,,,0,,Published Confirmed,
13580,2016-01-01,2016-05-10,Kepler-1560 b,Kepler-1560,Transit,Kepler,1,1,3.03195744,,0.89,,,0,,Published Confirmed,
13583,2016-01-01,2016-05-10,Kepler-1561 b,Kepler-1561,Transit,Kepler,1,1,1.00520701,,1.09,,,0,,Published Confirmed,
13591,2016-01-01,2016-05-10,Kepler-1562 b,Kepler-1562,Transit,Kepler,1,1,64.2737752,,3.55,,,0,,Published Confirmed,
13598,2016-01-01,2016-05-10,Kepler-1563 b,Kepler-1563,Transit,Kepler,1,1,3.43276598,,0.75,,,0,,Published Confirmed,
13605,2016-01-01,2016-05-10,Kepler-1564 b,Kepler-1564,Transit,Kepler,1,1,18.0540381,,1.47,,,0,,Published Confirmed,
13618,2016-01-01,2016-05-10,Kepler-1565 b,Kepler-1565,Transit,Kepler,1,1,1.53818844,,1.19,,,0,,Published Confirmed,
13624,2016-01-01,2016-05-10,Kepler-1566 b,Kepler-1566,Transit,Kepler,1,1,0.53991524,,0.79,,,0,,Published Confirmed,
13635,2016-01-01,2016-05-10,Kepler-1567 b,Kepler-1567,Transit,Kepler,1,1,153.979578,,2.73,,,0,,Published Confirmed,
13642,2016-01-01,2016-05-10,Kepler-1568 b,Kepler-1568,Transit,Kepler,1,1,20.925392,,1.3,,,0,,Published Confirmed,
13651,2016-01-01,2016-05-10,Kepler-1569 b,Kepler-1569,Transit,Kepler,1,1,5.79180156,,1.68,,,0,,Published Confirmed,
13662,2014-01-01,2014-05-14,Kepler-157 b,Kepler-157,Transit,Kepler,1,3,1.732342,0.028,1.32,,,0,,Published Confirmed,
13667,2014-01-01,2014-05-14,Kepler-157 c,Kepler-157,Transit,Kepler,1,3,13.5405,0.11,2.24,,,0,,Published Confirmed,
13682,2016-01-01,2016-05-10,Kepler-157 d,Kepler-157,Transit,Kepler,1,3,7.02573474,,1.46,,,0,,Published Confirmed,
13692,2016-01-01,2016-05-10,Kepler-1570 b,Kepler-1570,Transit,Kepler,1,1,26.548955,,1.07,,,0,,Published Confirmed,
13700,2016-01-01,2016-05-10,Kepler-1571 b,Kepler-1571,Transit,Kepler,1,1,3.38555488,,1.52,,,0,,Published Confirmed,
13703,2016-01-01,2016-05-10,Kepler-1572 b,Kepler-1572,Transit,Kepler,1,1,5.49548621,,0.94,,,0,,Published Confirmed,
13716,2016-01-01,2016-05-10,Kepler-1573 b,Kepler-1573,Transit,Kepler,1,1,2.6157554,,1.2,,,0,,Published Confirmed,
13719,2016-01-01,2016-05-10,Kepler-1574 b,Kepler-1574,Transit,Kepler,1,1,6.9424334,,1.29,,,0,,Published Confirmed,
13728,2016-01-01,2016-05-10,Kepler-1575 b,Kepler-1575,Transit,Kepler,1,1,2.55314213,,1.31,,,0,,Published Confirmed,
13737,2016-01-01,2016-05-10,Kepler-1576 b,Kepler-1576,Transit,Kepler,1,1,6.98471973,,1.04,,,0,,Published Confirmed,
13748,2016-01-01,2016-05-10,Kepler-1577 b,Kepler-1577,Transit,Kepler,1,1,6.30560247,,1.13,,,0,,Published Confirmed,
13755,2016-01-01,2016-05-10,Kepler-1578 b,Kepler-1578,Transit,Kepler,1,1,1.45088691,,1.04,,,0,,Published Confirmed,
13764,2016-01-01,2016-05-10,Kepler-1579 b,Kepler-1579,Transit,Kepler,1,1,0.84990789,,0.84,,,0,,Published Confirmed,
13771,2014-01-01,2014-05-14,Kepler-158 b,Kepler-158,Transit,Kepler,1,2,16.709184,0.111,2.12,,,0,,Published Confirmed,
13780,2014-01-01,2014-05-14,Kepler-158 c,Kepler-158,Transit,Kepler,1,2,28.551383,0.158,1.9,,,0,,Published Confirmed,
13794,2016-01-01,2016-05-10,Kepler-1580 b,Kepler-1580,Transit,Kepler,1,1,56.6449279,,2.11,,,0,,Published Confirmed,
13797,2016-01-01,2016-05-10,Kepler-1581 b,Kepler-1581,Transit,Kepler,1,1,6.28385491,,0.8,,,0,,Published Confirmed,
13804,2016-01-01,2016-05-10,Kepler-1582 b,Kepler-1582,Transit,Kepler,1,1,4.83817712,,1.49,,,0,,Published Confirmed,
13819,2016-01-01,2016-05-10,Kepler-1583 b,Kepler-1583,Transit,Kepler,1,1,9.32807355,,0.6,,,0,,Published Confirmed,
13823,2016-01-01,2016-05-10,Kepler-1584 b,Kepler-1584,Transit,Kepler,1,1,13.3997099,,1.61,,,0,,Published Confirmed,
13832,2016-01-01,2016-05-10,Kepler-1585 b,Kepler-1585,Transit,Kepler,1,1,3.5827463,,1.79,,,0,,Published Confirmed,
13841,2016-01-01,2016-05-10,Kepler-1586 b,Kepler-1586,Transit,Kepler,1,1,15.6049212,,1.52,,,0,,Published Confirmed,
13846,2016-01-01,2016-05-10,Kepler-1587 b,Kepler-1587,Transit,Kepler,1,1,9.4060467,,1.33,,,0,,Published Confirmed,
13857,2016-01-01,2016-05-10,Kepler-1588 b,Kepler-1588,Transit,Kepler,1,1,7.84931739,,0.76,,,0,,Published Confirmed,
13865,2016-01-01,2016-05-10,Kepler-1589 b,Kepler-1589,Transit,Kepler,1,1,0.99166527,,1.09,,,0,,Published Confirmed,
13867,2014-01-01,2014-05-14,Kepler-159 b,Kepler-159,Transit,Kepler,1,2,10.139623,0.082,2.38,,,0,,Published Confirmed,
13879,2014-01-01,2014-05-14,Kepler-159 c,Kepler-159,Transit,Kepler,1,2,43.595792,0.218,3.41,,,0,,Published Confirmed,
13892,2016-01-01,2016-05-10,Kepler-1590 b,Kepler-1590,Transit,Kepler,1,1,7.61760804,,1.14,,,0,,Published Confirmed,
13898,2016-01-01,2016-05-10,Kepler-1591 b,Kepler-1591,Transit,Kepler,1,1,8.18504949,,1.27,,,0,,Published Confirmed,
13906,2016-01-01,2016-05-10,Kepler-1592 b,Kepler-1592,Transit,Kepler,1,1,3.05710069,,1.54,,,0,,Published Confirmed,
13919,2016-01-01,2016-05-10,Kepler-1593 b,Kepler-1593,Transit,Kepler,1,1,174.509835,,3.17,,,0,,Published Confirmed,
13928,2016-01-01,2016-05-10,Kepler-1594 b,Kepler-1594,Transit,Kepler,1,1,2.71603809,,1.06,,,0,,Published Confirmed,
13938,2016-01-01,2016-05-10,Kepler-1595 b,Kepler-1595,Transit,Kepler,1,1,4.56380468,,1.23,,,0,,Published Confirmed,
13944,2016-01-01,2016-05-10,Kepler-1596 b,Kepler-1596,Transit,Kepler,1,1,66.373379,,1.9,,,0,,Published Confirmed,
13951,2016-01-01,2016-05-10,Kepler-1597 b,Kepler-1597,Transit,Kepler,1,1,2.94654179,,1.06,,,0,,Published Confirmed,
13959,2016-01-01,2016-05-10,Kepler-1598 b,Kepler-1598,Transit,Kepler,1,1,4.34195123,,0.95,,,0,,Published Confirmed,
13972,2016-01-01,2016-05-10,Kepler-1599 b,Kepler-1599,Transit,Kepler,1,1,122.363553,,1.62,,,0,,Published Confirmed,
13974,2011-01-01,2014-05-14,Kepler-16 b,Kepler-16,Transit,Kepler,2,1,228.776,0.7048,8.449,,,0,105.833,Published Confirmed,1.482553883660656
13981,2014-01-01,2020-07-09,Kepler-160 b,Kepler-160,Transit,Kepler,1,3,4.309397,0.05511,1.715,,,0,,Published Confirmed,
13997,2014-01-01,2020-07-09,Kepler-160 c,Kepler-160,Transit,Kepler,1,3,13.699429,0.1192,3.76,,,0,,Published Confirmed,
13998,2020-01-01,2020-07-09,Kepler-160 d,Kepler-160,Transit Timing Variations,Kepler,1,3,30.0,0.17,,,,0,100.0,Published Confirmed,
14001,2016-01-01,2016-05-10,Kepler-1600 b,Kepler-1600,Transit,Kepler,1,2,386.370548,,3.13,,,0,,Published Confirmed,
14009,2021-01-01,2021-12-05,Kepler-1600 c,Kepler-1600,Transit,Kepler,1,2,7.29804993,,1.942,,,0,,Published Confirmed,
14016,2016-01-01,2016-05-10,Kepler-1601 b,Kepler-1601,Transit,Kepler,1,1,2.20921951,,0.82,,,0,,Published Confirmed,
14026,2016-01-01,2016-05-10,Kepler-1602 b,Kepler-1602,Transit,Kepler,1,1,11.17931605,,1.34,,,0,,Published Confirmed,
14033,2016-01-01,2016-05-10,Kepler-1603 b,Kepler-1603,Transit,Kepler,1,1,2.27163926,,1.29,,,0,,Published Confirmed,
14041,2016-01-01,2016-05-10,Kepler-1604 b,Kepler-1604,Transit,Kepler,1,1,0.68368426,,1.41,,,0,,Published Confirmed,
14045,2016-01-01,2016-05-10,Kepler-1605 b,Kepler-1605,Transit,Kepler,1,1,85.7565495,,1.08,,,0,,Published Confirmed,
14059,2016-01-01,2016-05-10,Kepler-1606 b,Kepler-1606,Transit,Kepler,1,1,196.435224,,2.07,,,0,,Published Confirmed,
14061,2016-01-01,2016-05-10,Kepler-1607 b,Kepler-1607,Transit,Kepler,1,1,13.6473676,,0.92,,,0,,Published Confirmed,
14072,2016-01-01,2016-05-10,Kepler-1608 b,Kepler-1608,Transit,Kepler,1,1,16.4735686,,1.73,,,0,,Published Confirmed,
14076,2016-01-01,2016-05-10,Kepler-1609 b,Kepler-1609,Transit,Kepler,1,1,114.34219,,2.22,,,0,,Published Confirmed,
